"id","AC","DE","GA","TP","ML"
"MBF2","PF15868.8","Transcription activator MBF2","25; 25;","Family",90
"MBG","PF17883.4","MBG domain","23.3; 19.7;","Domain",101
"MBG_2","PF18676.4","MBG domain (YGX type)","25; 25;","Domain",72
"MBG_3","PF18887.3","MBG domain","25; 15;","Domain",72
"MbhD","PF13244.9","MBH, subunit D","27.2; 27.2;","Domain",67
"MbhE","PF20501.1","MBH, subunit E","27; 27;","Domain",98
"MbnP","PF20243.1","MbnP","27; 27;","Family",195
"MBOAT","PF03062.22","MBOAT, membrane-bound O-acyltransferase family","27; 27;","Family",348
"MBOAT_2","PF13813.9","Membrane bound O-acyl transferase family","25; 25;","Family",83
"MBR1","PF17058.8","Mitochondrial biogenesis regulation protein 1","25; 25;","Family",230
"MBT","PF02820.21","mbt repeat","22; 22;","Domain",69
"MbtH","PF03621.16","MbtH-like protein","27; 27;","Domain",53
"MC1","PF05854.14","Non-histone chromosomal protein MC1","23; 23;","Family",90
"MC2","PF20288.1","ABC-three component (ABC-3C) system Middle Component 2","26.9; 26.9;","Family",145
"MC3","PF20131.2","ABC-three component (ABC-3C) system Middle Component 3","23.2; 23.2;","Family",159
"MC4","PF20290.1","ABC-three component (ABC-3C) system Middle Component 4","28.1; 28.1;","Family",133
"MC5","PF20291.1","ABC-three component (ABC-3C) system Middle Component 5","25; 25;","Family",167
"MC6","PF20293.1","ABC-three component (ABC-3C) system Middle Component 6","27.2; 27.2;","Family",76
"MC7","PF20292.1","ABC-three component (ABC-3C) system Middle Component 7","27; 27;","Family",69
"MC8","PF20295.1","ABC-three component (ABC-3C) system Middle Component 8","25; 25;","Family",48
"MCAfunc","PF19584.2","MCAfunc domain","35; 35;","Domain",143
"MCC-bdg_PDZ","PF10506.12","PDZ domain of MCC-2 bdg protein for Usher syndrome","24.5; 24.5;","Domain",65
"MCCA_BT","PF19331.2","Methylcrotonoyl-CoA carboxylase subunit alpha BT domain","27; 27;","Domain",165
"MCCD1","PF15707.8","Mitochondrial coiled-coil domain protein 1","27; 27;","Family",90
"MccV","PF17508.5","Microcin V bacteriocin","27; 27;","Family",104
"MCD","PF05292.14","Malonyl-CoA decarboxylase C-terminal domain","23.2; 23.2;","Domain",259
"MCD_N","PF17408.5","Malonyl-CoA decarboxylase N-terminal domain","22.4; 22.4;","Domain",85
"Mce4_CUP1","PF11887.11","Cholesterol uptake porter CUP1 of Mce4, putative","32.6; 32.6;","Family",221
"MCH","PF02289.19","Cyclohydrolase (MCH)","25; 25;","Domain",311
"MciZ","PF13072.9","Mother cell inhibitor of FtsZ","22.2; 22.2;","Family",37
"Mcl1_mid","PF12341.11","Minichromosome loss protein, Mcl1, middle region","31.5; 31.5;","Repeat",296
"MCLC","PF05934.14","Mid-1-related chloride channel (MCLC)","25; 25;","Family",549
"MCM","PF00493.26","MCM P-loop domain","23.3; 23.3;","Domain",224
"Mcm10","PF09332.14","Mcm10 replication factor","26.8; 26.8;","Domain",349
"MCM2_N","PF12619.11","Mini-chromosome maintenance protein 2","23.6; 23.6;","Family",153
"MCM3AP_GANP","PF16769.8","MCM3AP domain of GANP","25; 25;","Family",717
"MCM6_C","PF18263.4","MCM6 C-terminal winged-helix domain","23.7; 23.7;","Domain",108
"MCM_bind","PF09739.12","Mini-chromosome maintenance replisome factor","25.6; 25.6;","Family",582
"MCM_lid","PF17855.4","MCM AAA-lid domain","27.4; 27.4;","Domain",87
"MCM_N","PF14551.9","MCM N-terminal domain","24.9; 24.9;","Domain",105
"MCM_OB","PF17207.6","MCM OB domain","24.8; 24.8;","Domain",126
"MComp1","PF20289.1","ABC-three component (ABC-3C) system Middle Component 1","27.3; 27.3;","Family",101
"MCP1_TM","PF07950.14","MDM10-complementing protein 1, transmembrane domain","22; 22;","Domain",107
"Mcp5_PH","PF12814.10","Meiotic cell cortex C-terminal pleckstrin homology","25; 25;","Domain",119
"mCpol","PF18182.4","minimal CRISPR polymerase domain","26.4; 26.4;","Domain",114
"MCPsignal","PF00015.24","Methyl-accepting chemotaxis protein (MCP) signalling domain","34.6; 34.6;","Family",172
"MCPVI","PF02993.17","Minor capsid protein VI","28.4; 28.4;","Family",225
"MCR","PF18509.4","Magnetochrome domain","30.4; 30.4;","Domain",30
"MCRA","PF06100.14","MCRA family","23; 23;","Family",495
"McrBC","PF10117.12","McrBC 5-methylcytosine restriction system component","23.9; 23.9;","Family",317
"MCRS_N","PF13325.9","N-terminal region of micro-spherule protein","25.8; 25.8;","Family",199
"MCR_alpha","PF02249.20","Methyl-coenzyme M reductase alpha subunit, C-terminal domain","25; 25;","Domain",127
"MCR_alpha_N","PF02745.18","Methyl-coenzyme M reductase alpha subunit, N-terminal domain","27; 27;","Domain",269
"MCR_beta","PF02241.21","Methyl-coenzyme M reductase beta subunit, C-terminal domain","25; 25;","Domain",249
"MCR_beta_N","PF02783.18","Methyl-coenzyme M reductase beta subunit, N-terminal domain","22.2; 22.2;","Domain",182
"MCR_C","PF04609.15","Methyl-coenzyme M reductase operon protein C","25; 25;","Family",271
"MCR_D","PF02505.17","Methyl-coenzyme M reductase operon protein D","25; 25;","Family",142
"MCR_gamma","PF02240.19","Methyl-coenzyme M reductase gamma subunit","25; 25;","Domain",246
"MctB","PF11382.11","Copper transport outer membrane protein, MctB","25.6; 25.6;","Family",305
"MCU","PF04678.16","Mitochondrial calcium uniporter","30.8; 30.8;","Family",177
"McyA_C","PF12593.11","Microcystin synthetase C terminal","25; 25;","Family",43
"MC_hydratase","PF19315.2","Mesaconyl-CoA hydratase","150; 150;","Family",353
"MdcE","PF06833.14","Malonate decarboxylase gamma subunit (MdcE)","21; 21;","Family",232
"MdcG","PF10620.12","Phosphoribosyl-dephospho-CoA transferase MdcG","26.5; 26.5;","Family",199
"MDD_C","PF18376.4","Mevalonate 5-diphosphate decarboxylase C-terminal domain","23.2; 23.2;","Domain",187
"MDFI","PF15316.9","MyoD family inhibitor","27; 27;","Family",171
"MDH","PF02315.19","Methanol dehydrogenase beta subunit","27; 27;","Domain",88
"MDM1","PF15501.9","Nuclear protein MDM1","27; 27;","Family",562
"MDM10","PF12519.11","Mitochondrial distribution and morphology protein 10","25; 25;","Family",464
"MDM31_MDM32","PF08118.14","Yeast mitochondrial distribution and morphology (MDM) proteins","28.9; 28.9;","Family",525
"MDMPI_C","PF07398.14","MDMPI C-terminal domain","29.5; 29.5;","Domain",90
"MDMPI_N","PF11716.11","Mycothiol maleylpyruvate isomerase N-terminal domain","24.2; 24.2;","Domain",141
"MdoG","PF04349.15","Periplasmic glucan biosynthesis protein, MdoG","25; 25;","Family",476
"Mdv1","PF11542.11","Mitochondrial division protein 1","25; 25;","Family",49
"Me-amine-dh_H","PF06433.14","Methylamine dehydrogenase heavy chain (MADH)","21; 21;","Repeat",343
"Me-amine-dh_L","PF02975.17","Methylamine dehydrogenase, L chain","25; 25;","Domain",113
"MEA1","PF06910.14","Male enhanced antigen 1 (MEA1)","27; 27;","Family",125
"MeaB","PF03308.19","Methylmalonyl Co-A mutase-associated GTPase MeaB","23.1; 23.1;","Domain",267
"MecA","PF05389.15","Negative regulator of genetic competence (MecA)","22.5; 22.5;","Family",227
"MecA_N","PF05223.14","NTF2-like N-terminal transpeptidase domain","22; 22;","Domain",117
"Meckelin","PF09773.12","Meckelin (Transmembrane protein 67)","25; 25;","Family",826
"Med1","PF10744.12","Mediator of RNA polymerase II transcription subunit 1","25; 25;","Domain",414
"Med10","PF09748.12","Transcription factor subunit Med10 of Mediator complex","23.3; 23.3;","Family",121
"Med11","PF10280.12","Mediator complex protein","26.9; 26.9;","Family",137
"Med12","PF09497.13","Transcription mediator complex subunit Med12","25; 25;","Domain",63
"Med12-LCEWAV","PF12145.11","Eukaryotic Mediator 12 subunit domain","23; 23;","Domain",481
"Med12-PQL","PF12144.11","Eukaryotic Mediator 12 catenin-binding domain","25.3; 25.3;","Domain",210
"Med13_C","PF06333.15","Mediator complex subunit 13 C-terminal domain","26.1; 26.1;","Domain",330
"Med13_N","PF11597.11","Mediator complex subunit 13 N-terminal","26; 26;","Domain",322
"Med14","PF08638.14","Mediator complex subunit MED14","25.6; 25.6;","Family",193
"Med15","PF09606.13","ARC105 or Med15 subunit of Mediator complex non-fungal","27.5; 27.5;","Family",780
"Med15_fungi","PF05397.15","Mediator complex subunit 15","25.2; 25.2;","Family",112
"Med16","PF11635.11","Mediator complex subunit 16","25; 25;","Family",758
"Med17","PF10156.12","Subunit 17 of Mediator complex","21; 21;","Family",461
"Med18","PF09637.13","Med18 protein","21; 21;","Domain",249
"Med19","PF10278.12","Mediator of RNA pol II transcription subunit 19","25; 25;","Family",178
"Med2","PF11214.11","Mediator complex subunit 2","26.8; 26.8;","Family",100
"Med20","PF08612.14","TATA-binding related factor (TRF) of subunit 20 of Mediator complex","25; 25;","Family",225
"Med21","PF11221.11","Subunit 21 of Mediator complex","36.1; 36.1;","Family",145
"Med22","PF06179.15","Surfeit locus protein 5 subunit 22 of Mediator complex","26; 26;","Family",105
"Med23","PF11573.11","Mediator complex subunit 23","25; 25;","Family",1304
"Med24_N","PF11277.11","Mediator complex subunit 24 N-terminal","25; 25;","Family",998
"Med25","PF11232.11","Mediator complex subunit 25 PTOV activation and synapsin 2","25; 25;","Domain",154
"Med25_NR-box","PF11244.11","Mediator complex subunit 25 C-terminal NR box-containing","28.4; 28.4;","Domain",90
"Med25_SD1","PF11235.11","Mediator complex subunit 25 synapsin 1","25; 25;","Domain",157
"Med25_VWA","PF11265.11","Mediator complex subunit 25 von Willebrand factor type A","21; 21;","Family",213
"Med26","PF08711.14","TFIIS helical bundle-like domain","20.6; 20.6;","Domain",53
"Med26_C","PF15693.8","Mediator complex subunit 26 C-terminal","25; 23;","Domain",183
"Med26_M","PF15694.8","Mediator complex subunit 26 middle domain","27; 27;","Domain",255
"Med27","PF11571.11","Mediator complex subunit 27","25; 25;","Family",86
"Med28","PF11594.11","Mediator complex subunit 28","29; 29;","Family",102
"Med29","PF11568.11","Mediator complex subunit 29","25.2; 25.2;","Family",139
"Med3","PF11593.11","Mediator complex subunit 3 fungal","29.3; 29.3;","Family",398
"Med30","PF11315.11","Mediator complex subunit 30","28.1; 28.1;","Domain",147
"Med31","PF05669.15","SOH1","25; 25;","Family",95
"Med4","PF10018.12","Vitamin-D-receptor interacting Mediator subunit 4","26.3; 26.3;","Family",194
"Med5","PF08689.13","Mediator complex subunit Med5","26; 26;","Family",1082
"Med6","PF04934.17","MED6 mediator sub complex component","27; 27;","Family",133
"Med7","PF05983.14","MED7 protein","25.8; 25.8;","Family",193
"Med8","PF10232.12","Mediator of RNA polymerase II transcription complex subunit 8","28.3; 28.3;","Family",231
"Med9","PF07544.16","RNA polymerase II transcription mediator complex subunit 9","26.9; 26.9;","Family",80
"MEDS","PF14417.9","MEDS: MEthanogen/methylotroph, DcmR Sensory domain","29.8; 29.8;","Domain",161
"MEF2_binding","PF09047.13","MEF2 binding","27; 27;","Domain",35
"Megourin","PF17560.5","Aphid Megourins","27; 27;","Family",63
"Mei4","PF13971.9","Meiosis-specific protein Mei4","25; 25;","Family",339
"Mei5","PF10376.12","Double-strand recombination repair protein","28; 28;","Family",206
"Mei5_like","PF17021.8","Putative double-strand recombination repair-like","32; 32;","Family",118
"MEIOC","PF15189.9","Meiosis-specific coiled-coil domain-containing protein MEIOC","27; 27;","Family",166
"Meiosis_expr","PF15163.9","Meiosis-expressed","27; 27;","Family",75
"Meiotic_rec114","PF03525.17","Meiotic recombination protein Rec7 N-terminal domain","23.8; 23.8;","Domain",134
"Meis_PKNOX_N","PF16493.8","N-terminal of Homeobox Meis and PKNOX1","27; 27;","Family",86
"MEKHLA","PF08670.14","MEKHLA domain","23.7; 23.7;","Domain",143
"MEKK4_N","PF19431.2","MEKK4 N-terminal","24.9; 24.9;","Family",1208
"MelC1","PF06236.14","Tyrosinase co-factor MelC1","27; 27;","Family",115
"Meleagrin","PF08189.14","Meleagrin/Cygnin family","25; 25;","Domain",38
"Melibiase","PF02065.21","Melibiase","27; 27;","Family",347
"Melibiase_2","PF16499.8","Alpha galactosidase A","23; 23;","Family",284
"Melibiase_2_C","PF17450.5","Alpha galactosidase A C-terminal beta sandwich domain","22.5; 22.5;","Domain",86
"Melibiase_C","PF17801.4","Alpha galactosidase C-terminal beta sandwich domain","22.9; 22.9;","Domain",71
"Melittin","PF01372.20","Melittin","20.6; 20.6;","Family",26
"MELT","PF19221.3","MELT motif","30; 10;","Motif",26
"MELT_2","PF15402.9","MELT motif","24; 5;","Motif",26
"Membralin","PF09746.12","Tumour-associated protein","23.7; 23.7;","Family",389
"Membrane_bind","PF14564.9","Membrane binding","25; 25;","Domain",110
"Memo","PF01875.20","Memo-like protein","27; 27;","Family",271
"MeMO_Hyd_G","PF02964.19","Methane monooxygenase, hydrolase gamma chain","25; 25;","Domain",161
"Mem_trans","PF03547.21","Membrane transport protein","25.7; 25.7;","Family",387
"Menin","PF05053.16","Menin","23.6; 23.6;","Family",680
"MENTAL","PF10457.12","Cholesterol-capturing domain","22; 22;","Domain",179
"MepB-like","PF08877.13","MepB-like","27; 27;","Domain",122
"Mer2","PF09074.13","Mer2","27.7; 27.5;","Family",193
"MerB","PF03243.18","Alkylmercury lyase","27; 27;","Family",126
"MerC","PF03203.17","MerC mercury resistance protein","27.6; 27.6;","Family",117
"MerE","PF05052.15","MerE protein","22.8; 22.8;","Family",75
"Merozoite_SPAM","PF07133.14","Merozoite surface protein (SPAM)","27.5; 27.5;","Family",176
"MerR","PF00376.26","MerR family regulatory protein","28.2; 28.2;","Family",38
"MerR-DNA-bind","PF09278.14","MerR, DNA binding","25.4; 25.4;","Domain",65
"MerR_1","PF13411.9","MerR HTH family regulatory protein","21.6; 21.6;","Family",69
"MerR_2","PF13591.9","MerR HTH family regulatory protein","29; 29;","Domain",84
"Mersacidin","PF16934.8","Two-component Enterococcus faecalis cytolysin (EFC)","27; 27;","Domain",68
"MerT","PF02411.18","MerT mercuric transport protein","32.9; 32.9;","Family",116
"Mesd","PF10185.12","Chaperone for wingless signalling and trafficking of LDL receptor","24.4; 24.4;","Family",155
"Mesothelin","PF06060.15","Pre-pro-megakaryocyte potentiating factor precursor (Mesothelin)","25.8; 25.8;","Family",624
"MesX","PF08908.14","Putative oxygenase MesX","25; 25;","Family",323
"META","PF03724.19","META domain","24; 24;","Domain",109
"Metalloenzyme","PF01676.21","Metalloenzyme superfamily","24.3; 24.3;","Family",248
"Metallopep","PF12044.11","Putative peptidase family","27; 27;","Family",429
"Metallophos","PF00149.31","Calcineurin-like phosphoesterase","21.5; 21.5;","Domain",205
"MetallophosC","PF16370.8","C terminal of Calcineurin-like phosphoesterase","29.7; 29.7;","Family",163
"MetallophosN","PF16371.8","N terminal of Calcineurin-like phosphoesterase","35.6; 35.6;","Family",78
"Metallophos_2","PF12850.10","Calcineurin-like phosphoesterase superfamily domain","27; 27;","Domain",160
"Metallophos_3","PF14582.9","Metallophosphoesterase, calcineurin superfamily","28.2; 28.2;","Domain",257
"Metallophos_C","PF14008.9","Iron/zinc purple acid phosphatase-like protein C","23; 23;","Domain",63
"Metallothio","PF00131.23","Metallothionein","23; 23;","Domain",65
"Metallothio_11","PF02066.18","Metallothionein family 11","27; 27;","Family",54
"Metallothio_2","PF01439.21","Metallothionein","23; 23;","Family",81
"Metallothio_5","PF02067.18","Metallothionein family 5","25; 25;","Family",41
"Metallothio_6","PF05522.14","Metallothionein","23; 23;","Family",65
"Metallothio_Cad","PF07846.14","Metallothionein family","20; 20;","Family",20
"Metallothio_Euk","PF12749.10","Eukaryotic metallothionein","22; 22;","Family",66
"Metallothio_PEC","PF02068.19","Plant PEC family metallothionein","31.8; 31.8;","Family",75
"Metallothio_Pro","PF02069.19","Prokaryotic metallothionein","22.1; 22.1;","Family",51
"Metallothi_Euk2","PF12809.10","Eukaryotic metallothionein","27; 27;","Family",69
"Metal_CEHH","PF14455.9","Predicted metal binding domain","25; 25;","Family",176
"Metal_hydrol","PF10118.12","Predicted metal-dependent hydrolase","33.2; 33.2;","Family",244
"Metal_resist","PF13801.9","Heavy-metal resistance","29.2; 29.2;","Family",125
"Metaviral_G","PF09595.13","Metaviral_G glycoprotein","25; 25;","Domain",183
"Methuselah_N","PF06652.15","Methuselah N-terminus","21.5; 21.5;","Domain",178
"Methylase_S","PF01420.22","Type I restriction modification DNA specificity domain","22; 22;","Domain",168
"Methyltranf_PUA","PF13636.9","RNA-binding PUA-like domain of methyltransferase RsmF","27.6; 27.6;","Family",50
"MethyltransfD12","PF02086.18","D12 class N6 adenine-specific DNA methyltransferase","22; 22;","Family",260
"Methyltransf_10","PF05971.15","RNA methyltransferase","23; 23;","Family",299
"Methyltransf_11","PF08241.15","Methyltransferase domain","21.2; 21.2;","Domain",96
"Methyltransf_12","PF08242.15","Methyltransferase domain","30; 30;","Domain",99
"Methyltransf_13","PF08421.14","Putative zinc binding domain","31.3; 31.3;","Domain",62
"Methyltransf_14","PF08484.14","C-methyltransferase C-terminal domain","23.5; 23.5;","Family",160
"Methyltransf_15","PF09445.13","RNA cap guanine-N2 methyltransferase","22; 22;","Family",165
"Methyltransf_16","PF10294.12","Lysine methyltransferase","21; 21;","Family",174
"Methyltransf_17","PF12692.10","S-adenosyl-L-methionine methyltransferase","27; 27;","Domain",160
"Methyltransf_18","PF12847.10","Methyltransferase domain","27; 27;","Domain",151
"Methyltransf_19","PF04672.15","S-adenosyl methyltransferase","26; 26;","Family",268
"Methyltransf_1N","PF02870.18","6-O-methylguanine DNA methyltransferase, ribonuclease-like domain","21; 21;","Domain",77
"Methyltransf_2","PF00891.21","O-methyltransferase domain","22.3; 22.3;","Domain",210
"Methyltransf_20","PF12147.11","Putative methyltransferase","21; 21;","Family",309
"Methyltransf_21","PF05050.15","Methyltransferase FkbM domain","22.7; 22.7;","Family",173
"Methyltransf_22","PF13383.9","Methyltransferase domain","22.4; 22.4;","Family",252
"Methyltransf_23","PF13489.9","Methyltransferase domain","27; 27;","Domain",165
"Methyltransf_24","PF13578.9","Methyltransferase domain","26.3; 26.3;","Domain",107
"Methyltransf_25","PF13649.9","Methyltransferase domain","27; 27;","Domain",97
"Methyltransf_28","PF02636.20","Putative S-adenosyl-L-methionine-dependent methyltransferase","23.3; 23.3;","Family",263
"Methyltransf_29","PF03141.19","Putative S-adenosyl-L-methionine-dependent methyltransferase","23; 23;","Family",506
"Methyltransf_3","PF01596.20","O-methyltransferase","22; 22;","Domain",204
"Methyltransf_30","PF05430.14","S-adenosyl-L-methionine-dependent methyltransferase","22; 22;","Family",124
"Methyltransf_31","PF13847.9","Methyltransferase domain","27; 27;","Domain",152
"Methyltransf_32","PF13679.9","Methyltransferase domain","27; 27;","Domain",158
"Methyltransf_33","PF10017.12","Histidine-specific methyltransferase, SAM-dependent","23; 23;","Family",309
"Methyltransf_34","PF11312.11","Putative SAM-dependent methyltransferase","26; 26;","Family",306
"Methyltransf_35","PF20553.1","Putative O-methyltransferase","27; 27;","Domain",311
"Methyltransf_4","PF02390.20","Putative methyltransferase","24; 24;","Family",173
